Unnamed: 0,id,title,content,date,time,slug,category,assets,timestamp,links
36,11217,Barge Collision with Galveston Bridge Causes Oil Spill and Waterway Closure,"!A barge collided with the bridge 

On Wednesday, May 15, a barge collided with a bridge connecting Galveston, Texas, to Pelican Island. The incident occurred when a tugboat pushing the two barges lost its control and slammed the bridge, causing oil to spill into the water.


The Galveston County Office of Management stated that the barge collided with the bridge, causing parts of the bridge to fall onto the barge, leading to the closure of a section of the waterway. Moreover, an individual also fell from the barge into the water and was immediately rescued without any injuries and no casualties were reported.


The Galveston County spokesperson stated that the barge, which has a 30,000-gallon capacity, caused a 10.5-kilometer oil spill and disrupted the nearby waterway.


According to experts and analysts, the incident, which occurred miles away from the Houston Shipping Channel and the Gulf Intracoastal waterway, an essential route for vessels, is unlikely to cause major economic disruption. 
",2024-05-16,16:33:38,barge-collision-with-galveston-bridge-causes-oil-spill-and-w,Accidents,[],2024-05-16 16:33:38.412000+00:00,[]
80,11171,"Ship collides with pier of Jiujiang Bridge in China, Four People Missing","!Vessel
On April 23, 2024, merchant vessel XIN RONG HAI 1 that was heading towards Danganzhou Tailwater crashed into the Jiujiang Bridge on the G240 National Highway in South China's Guangdong Province.The collision with the bridge resulted in the sinking of the vessel.

At 09:20 pm local time, the ship hit one of the pillars of the bridge which led to the flooding of the cargo hold. By 11:40 pm local time, due to excessive flooding the vessel sunk into the river. 

Local media has reported that seven of the eleven crew members were rescued in the overnight rescue operation, however four crew members are still missing. The Chinese local government coordinated the maritime, fishery, and rescue forces, dispatching 32 vessels, and more than 400 personnel for search and rescue of 4 missing crew members.

As of now, there is no clarity about the real cause, but blames have been put up on improper vessel operations due to the flooding from upstream and strong currents in the river. The area has been experiencing heavy rain since the weekend. Local media has reported that around 10 people are missing due to flooding in the area. Traffic police in Guangdong Province are on high alert and Chinese officials are inspecting the bridge for safety checks.

The Department of Marine has suspended all navigational activities within the 3 kilometres around the bridge. All the vessels have been ordered to take alternate routes, except for the rescue boats.

The vessel XIN RONG HAI 1, registered under Fuzhou was loaded with 4900 tonnes of rolled steel.The vessel was sailing from Heshan city enroute to FUZHOU.
",2024-04-24,07:43:42,ship-collides-with-pier-of-jiujiang-bridge-in-china-four-peo,Accidents,"[{'id': '8795', 'attributes': {'assetId': 1249, 'assetName': 'FUZHOU', 'assetType': 'port'}}, {'id': '8799', 'attributes': {'assetId': 4650641, 'assetName': 'XIN RONG HAI 1', 'assetType': 'vessel'}}]",2024-04-24 07:43:42.558000+00:00,"['[XIN RONG HAI 1](https://www.marinetraffic.com/en/ais/details/ships/shipid:4650641/mmsi:413692780/imo:0/vessel:XIN_RONG_HAI_1)', '[XIN RONG HAI 1](https://www.marinetraffic.com/en/ais/details/ships/shipid:4650641/mmsi:413692780/imo:0/vessel:XIN_RONG_HAI_1)', '[ FUZHOU](https://www.marinetraffic.com/en/ais/details/ports/1249?name=FUZHOU&country=China)']"
112,11139,HD Korea Shipbuilding Secures $466 Million Order for Four Ammonia Carriers,"
HD Korea Shipbuilding & Offshore Engineering (HD) has been awarded a contract for building four large ammonia carriers (VLAC) worth $466 million by an unidentified European shipper. The ammonia vessels will be built in the shipyard of Hyundai Samho Heavy Industries with the expected delivery by July 2028.

Until now this year, HD Korea Shipbuilding & Offshore Engineering has secured an order book for 86 vessels amounting to $9.86 billion. These orders make up 73% of their annual target of $13.5 billion for vessel construction. The vessels comprise 32 petrochemical carriers, 32 liquefied petroleum gas and ammonia carriers, six liquefied natural gas carriers, six very large and ultra-large crude carriers, three oil tankers, two liquefied carbon dioxide ships, two pure car and truck carriers, one ethane carrier, one floating storage regasification unit, and one offshore plant.

HD Korea Shipbuilding & Offshore Engineering is the parent company to the shipbuilding, oil refinery, and machinery conglomerate HD Hyundai. There are three domestic units under the company which include Hyundai Mipo Dockyard, Hyundai Samho Heavy Industries, and HD Hyundai Heavy Industries.
",2024-04-12,15:00:46,hd-korea-shipbuilding-secures-dollar466-million-order-for-fo,Ship Building and Technology,[],2024-04-12 15:00:46.879000+00:00,[]
113,11138,Denmark Bans Open-Loop Scrubber Discharges to Protect Marine Environment,"!Denmark bans scrubber tower discharge to sea
The Danish government has joined the growing number of nations taking action against open-loop scrubbers. From July 1, 2025, ships equipped with open-loop scrubbers will be prohibited from sailing closer than 22 kilometers from Danish coastlines. The government has secured a ""broad political agreement"" to ban the release of washwater from scrubbers into Danish seas.

Scrubbers became widespread after the implementation of strict sulphur rules in the North Sea and the Baltic Sea in 2015, and particularly after worldwide sulphur regulations went into effect in 2020. The shipping industry then had two options for adhering to the new rules: using a scrubber to remove the sulphur smoke or using fuel with less sulphur.

According to the Danish Environmental Ministry, scrubber discharges have been linked to excessive levels of a number of heavy metals and tar substances in the marine environment. Subsequently, the ban of open-loop scrubbers in Danish waters could reduce significant discharge of nickel into the sea by up to 20% and anthracene by 7%.

Environment Minister Magnus Heunicke stated that the Broad Political Agreement banning open-loop scrubbers is a crucial step for a healthier marine environment. Many harmful compounds released by scrubber water build up on the bottom, are absorbed into the ocean's food systems, and eventually find their way into the seafood we eat.

Following this, the ban on closed-loop scrubber discharge will be implemented in July 2029. The agreement also marked the intention to pursue the same ban under the regional maritime convention in the Baltic Sea and North Sea.

Apart from Denmark, there are other countries including China, Singapore, Saudi Arabia, Turkey and many European ports, which have already banned the use of open-loop scrubbers.",2024-04-12,10:19:35,denmark-bans-open-loop-scrubber-discharges-to-protect-marine,Regulatory,"[{'id': '6808', 'attributes': {'assetId': 170, 'assetName': 'COPENHAGEN', 'assetType': 'port'}}, {'id': '8720', 'attributes': {'assetId': 377, 'assetName': 'ESBJERG', 'assetType': 'port'}}]",2024-04-12 10:19:35.757000+00:00,[]
198,9355,77 Saved as LNG Carrier Collides with Cargo Ship off South Korean Coast,"On Saturday, the LNG carrier SM JEJU LNG1 collided with a cargo ship near Yeoseo Island, South Korea. The accident happened six kilometers southwest of Yeoseo Island in Wando County, South Jeolla, South Korea. The Wando Coast Guard was quick in the rescue mission, and all 77 people onboard the two vessels were rescued within four hours. The Wando Coast Guard stated that the accident happened at 4:20 am, and they immediately dispatched a helicopter and a patrol vessel for rescue.



 The Coast Guard has confirmed that though both the vessels were damaged significantly, neither of them is likely to sink. At the time of the collision, the LNG carrier SM JEJU LNG1 was empty. In contrast, the 5900-ton freighter was carrying vehicles and containers when the accident happened, and the Coast Guard confirmed that the freighter had excess passengers at its limit. Further investigation is underway to determine the exact cause of the crash.",2024-02-21,17:03:05,77-saved-as-lng-carrier-collides-with-cargo-ship-off-south-k,Accidents,[],2024-02-21 17:03:05+00:00,[]
411,166,US Invests $553 Million in Development of New Deepwater Terminal in Port of Colombo,"The United States has announced a commitment of $553 million to support the development of a deepwater shipping container terminal known as the ""Colombo West International Terminal"" in the PORT OF COLOMBO.



 The funding for this project will be provided by the US Development and Finance Corporation (DFC). DFC is partnering with Sri Lankan company John Kells Holdings and the Indian-based Adani Ports & Special Economic Zones Limited, which owns a 51% share and is leading the development of the terminal.



 The PORT OF COLOMBO serves as the busiest transshipment hub in the Indian Ocean and has been operating at over 90% capacity since 2021, highlighting the urgent need for additional capacity and new terminals.



 In September 2021, Adani Ports signed a $700 million agreement with the Sri Lanka Ports Authority and the local conglomerate John Kells Holdings to collaboratively develop the terminal. This project follows the build-operate-transfer model and is set to span over 35 years.



 Once completed, the terminal is expected to generate a substantial number of new jobs, not only in Colombo but across Sri Lanka, significantly bolstering the economy.



 The US Development and Finance Corporation, established in 2019, is often seen as a countermeasure to China's Belt and Road Initiative. China has been heavily involved in the development of ports, terminals, and infrastructure projects in Sri Lanka, including facilities in Colombo and Hambantota. The United States is making substantial investments in the Sri Lankan economy to counterbalance Chinese influence in the island nation.",2023-11-09,09:18:06,us-invests-dollar553-million-in-development-of-new-deepwater,Ports,[],2023-11-09 09:18:06+00:00,[]
417,172,China Unveils First Indigenously Built Large Cruise Ship,"China’s first large domestically built cruise ship, ""ADORA MAGIC CITY,"" was named and delivered in Shanghai on November 4th. The vessel is set to commence operations on January 1st, 2024.



 Locally known as the ""Ada Modu,"" the ship will initially offer shorter cruises departing from Shanghai. It boasts an impressive 135,000 gross tons and measures 323.6 meters in length, providing 2,125 hotel rooms and accommodating up to 5,246 passengers.



 The ship's design is a product of collaboration between Carnival Corporation and Fincantieri, with Carnival's Vista class serving as the foundation for the design. Carnival and Fincantieri have been consultants to the China State Shipbuilding Corporation (CSSC) since the shipbuilding project's inception in November 2018.



 The cruise ship boasts an array of amenities, including showrooms, lounges, a spacious shopping arcade, and 26 distinctive restaurants and bars. There's even a dedicated play area for children.



 Chinese authorities have highlighted the remarkable achievement of completing the construction project in just five years. They have cited this as a testament to the increasing sophistication of Chinese shipbuilding capabilities. A sister ship is also currently under construction.



 Notably, the vessel comprises 107 systems, 55,000 sets of equipment, 25 million components and parts, 4,750 kilometers of cable, 365 kilometers of pipelines, and 120 kilometers of air pipes.



 The ship's builders emphasize that the construction process involved 361 suppliers, 1,105 enterprises, and the collaborative efforts of over 5,000 engineers and technicians hailing from more than 30 countries.",2023-11-08,05:49:07,china-unveils-first-indigenously-built-large-cruise-ship,Ship Building and Technology,[],2023-11-08 05:49:07+00:00,[]
423,178,Thailand cruise terminals projects: timing not good ,"There is no doubt, that Thailand is capable of constructing new cruise terminals of mega proportions, fitted with state-of-the art technologies. But there’s one serious doubt of those terminals viability. We live in turbulent times of deepening worldwide economy recession and political instability, with wars springing up in different regions of the world. Global consumer spending is on the decline, everywhere. Thailand economy is already suffering from decreasing export volumes to the US and EU, and worst is yet to come. Thailand industries and population are suffering from energy prices going off charts, as of recent. Same can be said about all the countries which were and are the main drivers of cruise tourism, such as US, Canada, EU, Australia, NZ. “Wait and see” is probably, the best option, for the time being. 
 Nov 6 2023


Cruise ship terminal to be built in Pattaya for 7.4bn baht
  June 29, 2023
  The Marine Department will this year seek Cabinet approval to build Thailand’s first cruise ship terminal in Pattaya.
  The Marine Department will oversee development of the terminal, which will meet growing demand from cruise operators, a senior official said on Thursday.
  Wannachai Butrthongdee, director of the department’s Engineering Division, said the cruise ship terminal will be built under a public-private partnership (PPP) project worth 7.4 billion baht.
  The private contract winner will be handed a 30-year concession to operate the Pattaya cruise port, which will be built off the popular Bali Hai Pier.
  The pier currently serves tourists taking boats to the popular island of Koh Lan just off Pattaya.
  The number of cruise ship passengers this year is estimated at 31.5 million worldwide and is expected to grow to 36 million next year.
  Wannachai added that Asia remains the most popular destination for cruises, with Thailand the third most popular Asian destination among cruise ships.
  A Marine Department survey has identified a 1-kilometre site around Bali Hai Pier with potential to be developed into a modern cruise ship terminal. The new terminal will have capacity for two large cruise ships to dock at the same time.
  Wannachai said that Thailand receives about 500 cruise ships each year, but the lack of a special terminal means passengers must take small boats to travel ashore.
  He said the department also sees potential to build cruise ship terminals in Koh Samui, Surat Thani, and Krabi.
  Currently, cruise ships can dock at Bangkok Port and Laem Chabang Port, but both are commercial shipping ports and thus lack facilities for passengers.
  Wannachai said the department would submit its Pattaya terminal proposal to the Transport Ministry, State Enterprise Policy Office, and Cabinet this year.
  After cabinet approval, the department will draft a PPP contract next year and call for bids in 2025. Construction is due to begin in 2026 and be completed in 2029.
  Cruise ship terminal to be built in Pattaya for 7.4bn baht
  The budget of 7.412 billion will be divided into 5.934 billion baht for construction and 1.478 billion for operation and maintenance costs.
  Wannachai said the government will invest 5.534 billion to expropriate the land and construct docking facilities, a passenger building, docking bridge and car park.
  The private bid winner will invest 1.877 billion baht for operation and maintenance, including installing power and water supplies and purchasing equipment to operate the terminal.
  The investment yield rate will be 20% with investment recouped within an estimated 10 years.
  The project is already drawing interest from firms in Hong Kong and Singapore that specialise in marine and tourism operations, Wannachai said.
  The terminal’s double docking fronts, each stretching 420 metres, will allow simultaneous docking by large cruise ships.
  The passenger building will have capacity for 1,500 home port passengers per hour or 3,500 port-of-call passengers per hour, Wannachai said.
  The Nation 
https://www.nationthailand.com/thailand/tourism/40028960 


  Related news:

Thailand plans to build 3 major cruise terminals
  August 12, 2022
  The Marine Department on Aug 12 announced the results of preliminary study on feasibility of constructing cruise ships terminals at Koh Samui, Surat Thani Province, Gulf of Thailand; at Laem Pong Bay, Krabi Province, Andaman sea coast; and at Bali Hai Pier, Pattaya City, Gulf of Thailand.
  Laem Hin Kom was found to be the most suitable place at Koh Samui island, for the construction of cruise terminal, estimated cost is 6,449 mil baht.
  At Krabi Province, Laem Pong was selected as the best option, with construction cost of 3,700 mil baht. Terminal pier or piers will be able to dock ships with capacity not exceeding 1,500 passengers; anchorage area will allow to anchor cruise ships with capacity of 3,500 – 4,000 passengers.
  Well-known Bali Hai Pier, downtown Pattaya, will be transformed into a cruise terminal including berthing piers for cruise ships with capacity not exceeding 1,500 passengers; and anchorage area for cruise ships with capacity of 3,500 – 4,000 passengers. Construction cost is estimated at 3,482 mil baht.
  Total cost of all three projects is 13,361 mil baht.
http://www.maritimebulletin.net/2022/09/02/thailand-maritime-news-2022-may-august-summary/



",2023-11-06,02:52:12,thailand-cruise-terminals-projects-timing-not-good,Cruises and Tourism,[],2023-11-06 02:52:12+00:00,[]
432,186,"Bulk carrier aground in Martin Garcia channel, Rio de la Plata","Bulk carrier CYMONA PRIDE ran aground at 104.2 kilometer mark in Martin Garcia channel, a waterway between the River Plate (and its Uruguayan ports) and the Uruguay River, Rio de la Plata, at around 0940 UTC Nov 3, while proceeding to Villa Constitucion port, Argentina, 43 km in Parana river. The ship according to Alpemar shipping agency report, is loaded with 40750 tons of iron ore. Track shows the ship straying off fairway, she’s aground on probably, Channel’s edge.",2023-11-03,16:03:11,bulk-carrier-aground-in-martin-garcia-channel-rio-de-la-plat,Accidents,[],2023-11-03 16:03:11+00:00,[]
443,197,​  Turbulent times require realistic approach ,"After so many plans and projects and studies, new Thailand Government seems to make up its’ mind on a project of land bridge connecting Gulf of Siam and Andaman sea, instead of Kra Canal project. This decision – whether land bridge will be constructed or not – is definitely, much more comprehensive and wise if you will, than mega project of Kra Canal. Kra Canal was to be built basing mostly or solely, on Chinese investments and Chinese companies (on all stages, from designing to construction and later, exploitation) and Chinese labor. Rounding it all up, Canal bears too many risks of all kinds, from purely economical to national safety and security ones. 
 Here’s one more consideration to be taken into account – feasibility of Canal or Land Bridge, whatever, in turbulent times of apparent global economy recession; wars coming out of nowhere with no sensible explanation; growing tension in different regions of the world ripe with yet more wars; continuing and expanding “green policy”, which didn’t yet save the planet, but so far, is effectively ruining global and national economies. 
 There’s no risk of Malacca Strait overcrowded with heavy traffic, in dire need of bypass ways, but there’s growing risk of worldwide crisis. If things come to worst, nations with bigger rate of economical sustainability and independence will have much better chance of surviving hard times. Land Bridge certainly, is a project which will make Thailand economy more resilient.
 October 2023  
 
 Srettha touts land bridge project Reworked vision does not include canal 
 26 Oct 2023 
 During a speech delivered yesterday at an Economic Reporters Association meeting, Mr Srettha said the project between the Gulf of Thailand and the Andaman Sea will reduce the transport time by 6-9 days, as well as cut logistics costs by bypassing congestion in the Malacca Strait.
 He said this version of the project, which has been rumoured about for four decades, will not dig a canal in the Kra Isthmus of Thailand, instead connecting the two coasts with infrastructure such as an oil pipeline to support the growth of complementary industries such as petrochemical factories and gas separation plants.
 ""This project would make Thailand an attractive country for investment,"" he said.
 ""The government will push for this project to be formed during our term.""
 Mr Srettha said the economy needs a major stimulus because over the past 10 years Thailand's GDP grew by only 1.8% per year on average, while household debt increased from 76% of GDP to 91% at present.
 Thailand has among the highest household debt-to-GDP ratios in Asia and ranks No.10 globally.
 He said some Thai workers in Israel chose not to return to Thailand because their salaries there are higher than they can earn here. This reflects the country's economic problems, said Mr Srettha.
 The government is trying to come up with measures to solve economic problems in the short, medium and long term, he said.
 Many multinational companies that want to relocate their production bases abroad are overlooking Thailand, not because of the proposed minimum wage hike from 400 to 600 baht, but rather the lack of infrastructure and FTAs, he said.
 Thailand's minimum wage over the past decade increased by only 12%, from 300 to 337 baht per day, said Mr Srettha.
 He said attracting foreign direct investment (FDI) is another important component of the nation's economic development.
 In less than two months since taking office, Mr Srettha has visited several countries and invited foreign companies to invest in Thailand, particularly 10 large Chinese conglomerates.
 On his next business mission abroad, he said he will bring along a delegation from the private sector.
 Mr Srettha emphasised investment in infrastructure is very important as he wants to see Thailand become a hub for manufacturing FDI.
 The Thai economy has expanded at a slower pace recently than the economies of Vietnam, Indonesia and Malaysia, said Mr Srettha.
 ""However, the government is also proceeding with FTA negotiations and supporting the land bridge project.""
 https://www.bangkokpost.com/business/general/2671429
 
 Land Bridge instead of Canal
 August 2021
 Thailand Ministry of Transport still cherishes the idea as a part of Southern Economic Corridor Project. Provinces homing relevant ports and Kra Isthmus land links connecting these ports, are also enthusiastic. Chumphon Province along Gulf of Siam coast, and Ranong Province on the other side of the Isthmus, will benefit greatly from Land Bridge, if it’s materializes and lives up to cargo volumes expectations.
 Links to connect 2 ports aren’t restricted to highways and railways, understood project implies construction of pipeline, because project suggests oil transportation as well – and in big volumes.
 The Chumphon-Ranong land bridge project will serve as a link for the transport of oil from the Strait of Hormuz, more than 4,000 kilometers away from the Andaman Sea, to a port in Ranong before it is transported by land to a port in Chumphon, where it will be shipped to other countries in the region, including China, Japan and South Korea, Transport Minister Saksayam Chidchob said.
 Oil, indeed, is supposed to constitute the major part of cargo volumes to flow through Land Bridge, so crude oil tankers are to become the main type of ships to call Bridge ports.
 http://www.maritimebulletin.net/2021/08/20/land-bridge-instead-of-canal-to-bypass-malacca-strait/
 
 Direct sea route Thailand – Bangladesh under FTA Agreement
 January 2020
 Bangladesh is Thailand’s third-largest trade partner in South Asia after India and Pakistan, with annual bilateral trade worth $1.25 billion in 2018, down 4.4% from the previous year.
 So far, Thailand is having a significant trade surplus, with exports to Bangladesh amounting to $1.2 billion and imports worth just $59.24 million.
 Thailand exports from Bangladesh cement, plastic pellets, chemical products, textiles, steel, tapioca products, air conditioners, cosmetics, and automobiles and parts; importing a small amount of garments, scientific and medical gear, fresh and frozen aquatic animals, and machinery and parts.
 Thailand’s direct investment in Bangladesh totalled $1.5 billion from 2006 to 2019, mainly in agriculture and processed agricultural industries, construction, and hotels and related services, while Bangladesh’s investment in Thailand was worth $1.12 million during the period.
 All import/export goods are transported to/from Bangkok and Laem Chabang ports, via transit ports in Malaysia, mainly Port Klang, and Singapore, delivery time being some 7-12 days.
 There is an alternative route, which excludes transit ports and transshipments, project being mulled over for quite some time. It’s a direct route between Chittagong Port and Thailand’s Port of Ranong in Andaman sea. Delivery time will be shortened to some 5 days. This project was also discussed during 5th Joint Trade Committee (JTC) meeting, and both sides agreed it has to be expedited.
 http://www.maritimebulletin.net/2020/01/14/direct-sea-route-thailand-bangladesh-under-fta-agreement/",2023-10-31,05:21:50,turbulent-times-require-realistic-approach,General,[],2023-10-31 05:21:50+00:00,[]
